date	내용
2023-07-28	최근 2차전지 테마 약세에 따른 반발 매수세 유입 등에 상승(주도주 : SK이노베이션)
2023-07-31	美 주요 전기차 업체 상승 등에 상승(주도주 : SK이노베이션)
2023-08-01	에코프로비엠·금양 임원 자사주 처분 및 2차전지 쏠림 현상 완화 전망 등에 하락
2023-08-07	증권사, 2차전지 투자의견·목표가 줄하향 소식 등에 하락
2023-08-10	전기차 가격 경쟁 여파 지속 등에 일부 관련주 하락
2023-08-14	테슬라, 中 추가 가격 인하 소식 및 美 전기차 업체 주가 부진 등에 하락
2023-08-16	美 전기차 업체 주가 부진 등에 하락
2023-08-17	양극재 수출량 반등 및 2차전지 장비社 수주 잔고 급증 소식 속 저가 매수세 유입 등에 상승(주도주 : LG에너지솔루션)
2023-08-22	테슬라 등 美 주요 전기차 업체 주가 상승 등에 상승(주도주 : LG에너지솔루션, 삼성SDI)
2023-08-23	해외 양극재 업체 증설 본격화에 따른 경쟁 심화 우려 등에 하락
2023-08-30	테슬라 등 美 전기차 업체 주가 강세 및 韓 양극재 대규모 수주 기대감 등에 상승(주도주 : SK이노베이션, 삼성SDI)
2023-09-01	전기차 시장 둔화 소식 등에 하락
2023-09-05	LG마그나, 헝가리에 전기차 부품 공장 구축 및 전세계 1~7월 전기차 배터리 사용량 49.2% 성장 소식 등에 일부 관련주 상승(주도주 : LG에너지솔루션)
2023-09-07	中 배터리 공급 과잉 우려 등에 하락
2023-09-11	리튬 가격 급락세 및 글로벌 전기차 보조금 축소 영향 등에 하락
2023-09-12	국내 첫 이차전지 인버스 ETF 상장 속 하락
2023-09-19	테슬라 등 美 전기차 업체 주가 약세 등에 하락
2023-09-21	英 전기차 전환 연기 및 Fed 매파적 금리 동결 속 연내 추가 금리 인상 우려 속 美 전기차 업체 주가 약세 등에 하락
2023-09-22	Fed 긴축 장기화 우려속 美 국채금리 급등 영향 등에 소폭 하락
2023-09-25	테슬라 등 美 전기차 업체 주가 약세, 양극재 수출 가격 급락 등에 하락
2023-10-04	테슬라 3분기 차량 판매량 감소 소식 등에 하락
2023-10-05	美 주요 전기차 업체 주가 강세 등에 일부 관련주 상승
2023-10-10	테슬라, 9월 中 생산 차량 판매 두 자릿수 감소 소식 등에 하락
2023-10-11	美 주요 전기차 업체 상승 및 LG에너지솔루션 3분기 어닝 서프라이즈 등에 상승(주도주 : LG에너지솔루션, SK이노베이션, 삼성SDI)
2023-10-12	삼성SDI-스텔란티스 전기차 배터리 합작 2공장 부지 결정 소식 및 LG에너지솔루션 호실적 모멘텀 지속 등에 상승(주도주 : LG에너지솔루션, 삼성SDI, SK이노베이션)
2023-10-13	美 주요 전기차 업체 주가 약세 및 현대차그룹, '전기차 목표 판매량' 하향 조정 전망 등에 하락
2023-10-16	에코프로 그룹주, 3분기 어닝쇼크 등에 하락
2023-10-17	美 주요 전기차 업체 상승 및 리튬 가격 반등 소식에 상승(주도주 : 삼성SDI)
2023-10-19	테슬라, 3분기 어닝쇼크 등에 하락
2023-10-20	테슬라 실적 쇼크에 따른 주가 급락 등에 하락
2023-10-25	GM, 전기차 생산 목표치 하향 소식 등에 하락
2023-10-26	美 주요 전기차 업체 하락 및 전기차 수요 둔화 우려 지속 등에 하락
2023-10-27	정부, 이차전지 공급망 강화에 13조원 이상 투자 계획 소식 및 최근 하락에 따른 반발매수세 유입 등에 상승(주도주 : LG에너지솔루션, 삼성SDI)
2023-10-30	국내 배터리 3사, LFP 배터리 양산 공식화 소식에 일부 관련주 상승(주도주 : LG에너지솔루션, SK이노베이션)
2023-10-31	테슬라 전기차 수요 둔화 우려 확산 등에 하락
2023-11-02	美 긴축 종료 기대감, 테슬라 주가 상승 등에 상승(주도주 : 삼성SDI, SK이노베이션, LG에너지솔루션)
2023-11-03	美 주요 전기차 업체 주가 강세, SK온 실적 선방 등에 상승(주도주 : SK이노베이션, LG에너지솔루션)
2023-11-06	내년 6월까지 공매도 전면 금지 속 상승(주도주 : LG에너지솔루션, SK이노베이션, 삼성SDI)
2023-11-07	국내 배터리 3사 점유율 하락 및 숏커버링 물량 단기 소진 소식 등에 하락
2023-11-10	HSBC 테슬라에 매도 의견, 美 주요 전기차 업체 주가 약세 등에 하락
2023-11-14	테슬라 등 美 주요 전기차 업체 주가 강세 등에 상승(주도주 : LG에너지솔루션, 삼성SDI, SK이노베이션)
2023-11-15	美 국채금리 급락 및 테슬라 전기차 가격 인상 소식 등에 상승(주도주 : SK이노베이션, LG에너지솔루션, 삼성SDI)
2023-11-17	테슬라 주가 하락 및 전기차 수요 둔화 우려 지속, 공매도 금지 이후 외국인 2차전지 관련주 순매도 영향 등에 하락
2023-11-20	내년부터 뚜렷한 실적 개선 기대감 등에 상승(주도주 : 삼성SDI, SK이노베이션, LG에너지솔루션)
2023-11-27	전기차 배터리 가격 올들어 14% 하락, 2018년 이후 최대 낙폭 소식 등에 하락
2023-11-28	내년 2차전지 업황 개선 전망 등에 소폭 상승(주도주 : SK이노베이션)
2023-11-29	테슬라 사이버 트럭 출시를 앞둔 기대감 등에 상승(주도주 : 삼성SDI, LG에너지솔루션)
2023-11-30	전고체 개발사업 예타 통과 소식 등에 소폭 상승(주도주 : LG에너지솔루션)
2023-12-01	美 재무부, IRA 세액공제 혜택 관련 FEOC(해외 우려 기업) 세부 규정 발표 예정 및 테슬라 사이버트럭 가격 부담 소식 등에 하락
2023-12-04	美, 中 배터리 부품 규제 내달 시행 및 에코프로비엠, 43조원대 양극재 공급계약 소식 등에 일부 관련주 상승(주도주 : SK이노베이션, LG에너지솔루션)
2023-12-08	K-배터리, 非중국 글로벌 시장서 톱5 석권 소식 및 테슬라 등 美 전기차 관련주 상승 등에 상승(주도주 : 삼성SDI, SK이노베이션, LG에너지솔루션)
2023-12-13	리튬 가격 kg당 90위안 하회 속 양극재 업체 실적 우려 부각 등에 하락
2023-12-14	이차전지 전주기 산업경쟁력 강화 방안 발표, Fed 통화정책 완화 가능성 속 美 주요 전기차 관련주 상승 등에 상승(주도주 : SK이노베이션, 삼성SDI, LG에너지솔루션)
2023-12-15	美 IRA 첨단제조 잠정 세액공제 가이던스 발표 속 불확실성 해소 등에 소폭 상승(주도주 : 삼성SDI, SK이노베이션)
2023-12-20	LG화학, 美 최대 규모 테네시 양극재 공장 착공 소식 및 테슬라 주가 상승 영향 등에 상승(주도주 : 삼성SDI, LG에너지솔루션, SK이노베이션)
2023-12-26	RBC, 테슬라 4분기 출하대수 추산치 하향 조정 및 금감원, '밧데리 아저씨' 박순혁 작가 압수수색 소식 등에 소폭 하락
2024-01-03	美 테슬라·리비안 등 전기차 업체 주가 부진 등에 하락
2024-01-10	LG에너지솔루션 실적 실망감 속 주요 2차전지 업체 실적 부진 우려 등에 하락
2024-01-12	테슬라(-2.87%) 등 美 주요 전기차 업체 주가 하락 등에 하락
2024-01-15	2차전지 업체 실적 부진 우려 및 테슬라 등 美 주요 전기차 업체 주가 하락 영향 등에 하락
2024-01-17	美 아이오와 경선 트럼프 승리 소식 등에 하락
2024-01-22	전기차 수요 둔화 우려 지속, 에코프로비엠 적자전환 우려 등에 하락
2024-01-25	테슬라 실적 부진 영향에 하락
2024-01-26	정부, NDC 수립 계획 기대감, 테슬라 급락 속 최근 하락에 따른 반발 매수세 유입 등에 상승(주도주 : 삼성SDI, LG에너지솔루션, SK이노베이션)
2024-01-31	GM, 호실적 발표 속 전기차 생산 확대 소식 등에 일부 관련주 상승(주도주 : LG에너지솔루션)
2024-02-06	테슬라(-3.65%) 등 美 주요 전기차 업체 주가 부진 영향 등에 하락
2024-02-07	테슬라 등 美 주요 전기차 업체 주가 반등 등에 상승(주도주 : LG에너지솔루션, 삼성SDI)
2024-02-08	테슬라 주가 상승 및 LG화학 25조원 규모 양극재 공급계약 체결 소식 등에 상승(주도주 : LG에너지솔루션)
2024-02-15	에코프로그룹 신용등급 상향 조정 및 테슬라 등 美 전기차 업체 주가 반등 등에 상승(주도주 : LG에너지솔루션, SK이노베이션)
2024-02-16	테슬라 등 美 주요 전기차 업체 주가 강세 등에 상승(주도주 : 삼성SDI, SK이노베이션, LG에너지솔루션)
2024-02-19	美 행정부, 전기차 전환 속도 조절 및 고평가 분석 등에 하락
2024-02-20	美 해외우려기업(FEOC) 수혜 기대감 지속 및 반발 매수세 유입 등에 일부 관련주 상승(주도주 : LG에너지솔루션)
2024-02-23	전기차 수요 둔화 우려에 따른 美 전기차업체 주가 급락 영향 등에 하락
2024-03-05	테슬라 中 시장 출하량 감소 소식 등에 테슬라, 리비안 등 美 전기차 업체 주가 약세 속 하락
2024-03-06	2차전지 소재 가격 급락세 지속 분석 및 테슬라 독일 공장 가동 중단 소식 등에 소폭 하락
2024-03-07	인터배터리 2024 개막 속 삼성SDI·LG에너지솔루션·SK온 등 주요 기업 신기술 소개 등에 상승(주도주 : 삼성SDI, LG에너지솔루션, SK이노베이션)
2024-03-08	인터배터리 2024 효과 지속 및 美 주요 전기차 업체 주가 강세 등에 상승(주도주 : 삼성SDI)
2024-03-12	민관합동 배터리 투자 확대 기대감 지속 및 테슬라 주가 반등 등에 상승(주도주 : 삼성SDI, LG에너지솔루션, SK이노베이션)
2024-03-14	테슬라 성장 둔화 전망 등에 하락
2024-03-15	美 전기차 스타트업 피스커 파산 위기설 및 테슬라 주가 하락세 지속 등에 하락
2024-03-18	테슬라, 캐시 우드 대량 매수·인도 수입 전기차 관세 인하 소식 등에 상승(주도주 : SK이노베이션, 삼성SDI, LG에너지솔루션)
2024-03-19	북미-유럽서 모델Y 가격 인상 소식 속 테슬라(+6.25%) 강세 등에 일부 관련주 상승(주도주 : 삼성SDI)
2024-03-27	테슬라, 美 '자율주행 FSD' 1개월 무료 제공 계획 속 주가 강세 등에 상승(주도주 : 삼성SDI)
2024-03-29	테슬라 1분기 판매량 감소 전망 등에 하락
2024-04-02	1분기 양극재 수출량 전년비 역성장 및 테슬라 1분기 인도량 부진 우려 등에 하락
2024-04-03	테슬라 1분기 차량 인도량 역성장 소식 등에 하락
2024-04-04	캐시우드 추가 매수 소식에 따른 테슬라 주가 반등 등에 상승(주도주 : 삼성SDI, SK이노베이션)
2024-04-05	LG엔솔 1분기 영업이익 75% 급감 소식 및 글로벌 전기차 수요 둔화 우려 지속 등에 하락
2024-04-08	LG에너지솔루션 1분기 어닝쇼크 및 테슬라 부정적 전망 등에 하락
2024-04-15	美 주요 전기차 업체 주가 약세 등에 하락
2024-04-16	테슬라 감원 소식 속 테슬라(-5.59%) 등 美 주요 전기차 업체 주가 약세 등에 하락
2024-04-18	삼성SDI, 전고체 사업 구체화 및 리튬 가격 회복 등에 상승(주도주 : 삼성SDI, LG에너지솔루션, SK이노베이션)
2024-04-19	테슬라 주가 15개월래 최저치 기록 소식 등에 하락
2024-04-22	리튬 가격 반등 속 전기차 배터리 가격 안정화 등에 상승(주도주 : SK이노베이션, 삼성SDI, LG에너지솔루션)
2024-04-24	테슬라 실적 부진에도 저가 차량 발표 소식에 따른 시간외 주가 급등 등에 상승(주도주 : LG에너지솔루션, 삼성SDI, SK이노베이션)
2024-04-25	전기차 성장 둔화 지속 및 LG에너지솔루션, 투자 규모 축소 계획 등에 하락
2024-04-30	테슬라 중국 완전자율주행(FSD) 소프트웨어 출시 기대감에 따른 주가 급등 등에 상승(주도주 : 삼성SDI, LG에너지솔루션)
2024-05-09	K-배터리 3사, 1분기 非중국 점유율 하락 소식 등에 하락
2024-05-13	멀티플 디레이팅 진입 분석 등에 하락
2024-05-14	테슬라, 미국 내 모델Y 신차 할부금리 대폭 인하 소식 등에 상승(주도주 : 삼성SDI, LG에너지솔루션)
2024-05-16	美, 中 전기차·배터리 등 관세 인상 소식 속 반사수혜 기대감 등에 상승(주도주 : 삼성SDI)
2024-05-21	테슬라 등 주요 전기차 업체 주가 약세 및 에코프로머티 블록딜 여파 등에 하락
2024-05-23	테슬라, 유럽 판매량 15개월 만에 최저치 기록 등에 하락
2024-05-24	美 금리 인하 불확실성 확대 속 국채 금리 강세 등에 하락
2024-05-29	美 주요 전기차 업체 하락 및 S&P 글로벌, LG에너지솔루션·LG화학 신용등급 전망 하향 조정 소식 등에 하락
2024-05-30	국채 입찰 부진 속 美 국채 금리 상승 지속 등에 하락
2024-06-03	수출 양극재 가격 14개월만에 반등 소식 등에 상승(주도주 : SK이노베이션, 삼성SDI, LG에너지솔루션)
2024-06-05	美 금리 인하 기대감 재부각 및 글로벌 전기차 배터리 사용량 성장세 지속 등에 상승(주도주 : LG에너지솔루션, 삼성SDI)
2024-06-07	EU, 내달 4일 中전기차 관세 부과 소식 및 테슬라 등 美 주요 전기차 업체 주가 상승 등에 상승(주도주 : LG에너지솔루션, 삼성SDI)
2024-06-11	EU, 이르면 이번주 中 전기차 관세 부과 공식 발표 모멘텀 지속 및 전기차 캐즘 우려 속 국내 전기차 신규 등록 급증 등에 일부 관련주 상승(주도주 : SK이노베이션)
2024-06-14	에코프로머티 블록딜 여파 및 트럼프 전 대통령, 전기차 전환 폐지 추진 소식 등에 하락
2024-06-17	전기차 시장 단순 캐즘 아닌 정책 후퇴 분석 등에 하락
2024-06-18	글로벌 우파 정치 세력 약진 속 전기차 지원 정책 후퇴 우려 등에 하락
2024-06-19	인터배터리 유럽 기대감 등에 상승(주도주 : 삼성SDI, LG에너지솔루션, SK이노베이션)
2024-06-21	밸류에이션 부담 및 전방 수요 부진 등에 하락
2024-06-24	유럽 전기차 판매 추정치 하향 분석 등에 하락
2024-06-26	폭스바겐, 美 리비안에 7조원 투자 소식 등에 일부 관련주 상승(주도주 : SK이노베이션)
2024-07-02	美 국채금리 급등 및 전기차 캐즘 장기화 우려 지속 등에 하락
2024-07-03	테슬라(+10.20%) 급등 영향 등에 상승(주도주 : 삼성SDI, LG에너지솔루션, SK이노베이션)
2024-07-04	테슬라 주가 급등세 지속 등에 일부 관련주 상승(주도주 : 삼성SDI, SK이노베이션, LG에너지솔루션)
2024-07-09	美 주요 전기차 업체 주가 강세 영향 등에 소폭 상승(주도주 : LG에너지솔루션)
2024-07-10	앨버말(-8.75%) 주가 급락 등에 하락
2024-07-12	테슬라, 로보택시 공개 연기 소식 속 주가 급락 등에 하락
2024-07-15	트럼프 대선 승리 가능성 상승 속 IRA 정책 폐기 우려 등에 하락
2024-07-16	트럼프 당선 가능성 확대 속 신재생에너지 정책 후퇴 우려 등에 하락
2024-07-17	트럼프, IRA·반도체지원법 비판 소식 등에 하락
2024-07-22	LG엔솔-GM 美 배터리 3공장 건설 일시 중단 소식 및 테슬라 美 캘리포니아 판매 감소 소식 등에 하락
2024-07-26	전기차 시장 정체 영향, 포스코퓨처엠(-7.52%), LG화학(-1.92%) 등 2분기 실적 부진 여파 지속 등에 하락
2024-07-31	에코프로 그룹주 2분기 실적 부진, 전기차 시장 캐즘 여파 지속 등에 하락
2024-08-05	글로벌 경기 침체 우려 및 국내 전기차 화재에 따른 시장 위축 우려 등에 하락
2024-08-06	전일 국내 증시 폭락에 따른 반발 매수세 유입 등에 상승(주도주 : SK이노베이션, 삼성SDI, LG에너지솔루션)
2024-08-08	테슬라, 태국 등 동남아 전기차 공장 설립 철회 소식 및 전기차 화재 우려 지속 등에 하락
2024-08-09	美 주요 전기차 업체 주가 상승 영향 등에 상승(주도주 : SK이노베이션, 삼성SDI, LG에너지솔루션)
2024-08-12	전기차 화재 대응 대책 기대감 및 美 해리스 부통령 지지율 상승 수혜 기대감 등에 상승(주도주 : 삼성SDI, LG에너지솔루션)
2024-08-19	전기차 수요 둔화에 따른 2차전지 투자 계획 축소 소식 등에 하락
2024-08-22	美 포드, LG에너지솔루션·SK온과의 배터리 협력 강화 소식에 상승(주도주 : LG에너지솔루션, SK이노베이션, 삼성SDI)
2024-08-26	테슬라(+4.59%) 등 美 주요 전기차 업체 주가 강세 영향 등에 상승(주도주 : LG에너지솔루션, SK이노베이션)
2024-08-29	삼성SDI, 전고체 배터리 B샘플 개발 완료에 따른 슈퍼카 공급 추진 소식 등에 상승(주도주 : LG에너지솔루션, 삼성SDI, SK이노베이션)
2024-09-02	업황 회복 기대감 속 저가 매수세 유입 등에 상승(주도주 : LG에너지솔루션, 삼성SDI)
2024-09-04	K-배터리 점유율 하락 및 테슬라 주가 하락 영향 등에 하락
2024-09-05	테슬라(+4.18%) 주가 상승 영향 등에 일부 관련주 상승(주도주 : LG에너지솔루션, 삼성SDI, SK이노베이션)
2024-09-06	현대차, 유럽서 EV 판매목표 25% 축소 소식 등에 하락
2024-09-10	국내 배터리 3사, 2분기 전기차용 배터리 시장점유율(출하량 기준) 20% 하회 등에 하락
2024-09-11	테슬라(+4.58%) 주가 상승 영향 및 美 대선 TV 토론 해리스 우세 평가 등에 상승(주도주 : 삼성SDI, LG에너지솔루션, SK이노베이션)
2024-09-12	美 주요 전기차 업체 주가 상승 영향 및 포스코퓨처엠 1.84조원 규모 양극재 공급계약체결 등에 상승(주도주 : LG에너지솔루션)
2024-09-23	독일, 전기차 보조금 부활 검토 소식 등에 상승(주도주 : SK이노베이션, LG에너지솔루션, 삼성SDI)
2024-09-24	테슬라 3분기 전기차 인도량 예상치 상회 전망 등에 상승(주도주 : SK이노베이션, LG에너지솔루션, 삼성SDI)
2024-10-04	테슬라 인도량 미달, 차량 리콜 등 연이은 악재에 따른 주가 하락 영향 등에 하락
2024-10-07	EU의 중국산 전기차 관세 폭탄 확정 및 테슬라, LG엔솔에 4680 배터리 주문 소식 등에 상승(주도주 : LG에너지솔루션, SK이노베이션, 삼성SDI)
2024-10-08	LG에너지솔루션, Mercedes-Benz 계열사와 전기차 배터리 공급계약 체결 및 3분기 잠정실적 호조 등에 일부 관련주 상승(주도주 : LG에너지솔루션)
2024-10-14	테슬라 로보택시 공개 행사 실망감 등에 하락
2024-10-16	LG에너지솔루션, 포드와 전기차 배터리 공급계약 체결 소식 속 일부 관련주 상승(주도주 : LG에너지솔루션)
2024-10-22	트럼프 대선 승리 가능성 부각 속 전기차 보조금 축소 우려 등에 하락
2024-10-23	LG엔솔·스텔란티스 캐나다 합작공장, 배터리 모듈 양산 시작 소식 등에 상승(주도주 : LG에너지솔루션, SK이노베이션, 삼성SDI)
2024-10-28	내년 업황 회복 및 실적 반등 전망, 테슬라(+3.34%) 상승세 지속 등에 상승(주도주 : 삼성SDI, SK이노베이션, LG에너지솔루션)
2024-10-29	테슬라 이사회 주식 매각 추진 및 내년 전기차 판매실적 회의론 부각 등에 하락
2024-10-30	美 주요 전기차 업체 주가 하락 속 삼성SDI 및 포스코퓨처엠, 3분기 실적 부진 등에 하락
2024-11-04	2025년 업황 반등 전망 및 노무라증권, 에코프로비엠 투자의견 상향 소식 등에 상승(주도주 : LG에너지솔루션, 삼성SDI)
2024-11-06	美 대선 개표 진행 속 트럼프 전 대통령 우위 소식에 하락
2024-11-07	트럼프 대통령 당선 속 피해 우려 부각 등에 하락
2024-11-08	LG에너지솔루션, 리비안과 원통형 배터리 공급 계약 체결, Fed 금리 인하 속 美 전기차 업체 주가 상승 영향 등에 상승(주도주 : LG에너지솔루션, SK이노베이션)
2024-11-11	LG에너지솔루션, 스페이스X 우주선에 배터리 공급 소식 속 일부 관련주 상승(주도주 : LG에너지솔루션)
2024-11-13	트럼프 트레이드 지속 및 테슬라 주가 급락 영향 등에 하락
2024-11-15	트럼프 정권인수팀, IRA 전기차 세액공제 폐지 계획 소식에 하락
2024-11-18	LG에너지솔루션, 美 베어로보틱스에 원통형 배터리 단독 공급 소식 및 美 IRA 폐기 반대론 부각 등에 상승(주도주 : 삼성SDI, SK이노베이션, LG에너지솔루션)
2024-11-25	노스볼트 파산 보호 신청 속 국내 업체 반사이익 기대감 부각 등에 상승(주도주 : LG에너지솔루션, 삼성SDI, SK이노베이션)
2024-11-28	불확실성 점진적 해소 분석 등에 상승(주도주 : SK이노베이션, 삼성SDI, LG에너지솔루션)
2024-11-29	中-EU 전기차 관세 협상 진전 소식 속 하락
2024-12-02	테슬라 주가 훈풍 영향 등에 상승(주도주 : LG에너지솔루션, 삼성SDI)
2024-12-03	美, 삼성SDI·스텔란티스 합작법인에 10조5,000억원 규모 대출지원 및 LG엔솔-GM 각형 배터리 공동 개발 추진 소식 등에 상승(주도주 : SK이노베이션, LG에너지솔루션)
2024-12-05	K-배터리 시장 점유율 전년동기대비 3.5%p 감소 소식 등에 하락
2024-12-09	K배터리, 1~10월 시장 점유율 하락 소식 등에 하락
2024-12-10	美 전기차-리튬 업체 주가 상승 영향 등에 상승(주도주 : SK이노베이션, 삼성SDI)
2024-12-17	트럼프 인수팀, 전기차 지원 대폭 축소 및 배터리 소재에 관세 계획 소식 등에 하락
2024-12-18	자율주행 규제 완화 기대감 속 테슬라(+3.64%) 사상 최고치 행진 등에 일부 관련주 상승(주도주 : 삼성SDI)
2024-12-19	美 Fed 금리인하 속도 조절 시사 속 국채금리 급등, 테슬라(-8.28%) 급락 영향 등에 하락
2024-12-20	트럼프 리스크 여파 지속 등에 하락
2024-12-26	삼성SDI 투자 축소 소식 및 업황 불확실성 지속 등에 하락
2025-01-03	현대차그룹 전기차 5종 美 IRA 혜택 대상 포함 및 中 배터리 관련 기술 수출 규제 강화 계획 등에 상승(주도주 : SK이노베이션, 삼성SDI, LG에너지솔루션)
2025-01-06	테슬라(+8.22%), 리비안(+24.45%) 등 美 주요 전기차 업체 주가 급등 영향 등에 상승(주도주 : LG에너지솔루션, 삼성SDI)
2025-01-10	주요 기업 지난해 4분기 실적 부진 전망 등에 하락
2025-01-14	테슬라(+2.17%) 주가 상승, 테슬라 '뉴 모델Y' 차세대 2170 원통형 배터리 탑재에 따른 수혜 기대감 등에 상승(주도주 : LG에너지솔루션, 삼성SDI, SK이노베이션)
2025-01-16	테슬라(+8.04%) 급등 영향 및 정부, 2차전지 경쟁력 강화 방안 발표 등에 상승(주도주 : SK이노베이션, 삼성SDI)
2025-01-20	민관, 2차전지 TF 구성 및 에코프로비엠 투자의견 매수 상향 소식 등에 상승(주도주 : LG에너지솔루션, 삼성SDI)
2025-01-21	트럼프 대통령, 전기차 의무화 철회 소식 등에 하락
2025-01-22	트럼프發 우려 과도 분석 등에 상승(주도주 : SK이노베이션, 삼성SDI, LG에너지솔루션)
2025-01-23	트럼프 대통령 '미국 에너지 해방' 행정명령 서명에 따른 전기차 성장률 둔화 전망 등에 하락
2025-02-03	트럼프 관세 부과에 따른 국내 업계 피해 전망 등에 하락
2025-02-05	한국판 IRA 논의 및 테슬라(+2.22%) 등 美 전기차 업체 주가 상승 영향 등에 상승(주도주 : LG에너지솔루션, 삼성SDI, SK이노베이션)
2025-02-13	트럼프 상호관세서 자동차 면제 가능성 부각 등에 상승(주도주 : LG에너지솔루션, 삼성SDI, SK이노베이션)
2025-02-19	도요타, LG엔솔 美랜싱 공장서 약 2조원 규모 배터리 구매 합의 및 이스라엘 스토어닷 韓 투자 소식 등에 상승(주도주 : LG에너지솔루션, 삼성SDI)
2025-02-20	2차전지 업종 주가 반등세 지속 전망 등에 상승(주도주 : LG에너지솔루션, SK이노베이션)
2025-02-24	2차전지 저점 통과 분석 및 인터배터리 기대감 등에 상승(주도주 : 삼성SDI, LG에너지솔루션, SK이노베이션)
2025-02-25	테슬라·리비안 등 美 전기차 관련주 급락 영향 등에 하락
2025-02-26	휴머노이드 로봇 시장 개화에 따른 수혜 기대감 등에 상승(주도주 : SK이노베이션)
2025-02-28	테슬라(-3.04%) 약세 지속, 트럼프 관세 우려 지속, 에코프로비엠 코스피 이전상장 철회 소식 등에 하락
2025-03-04	트럼프 대통령, 멕시코·캐나다 관세 현실화에 따른 피해 우려 등에 하락
2025-03-05	인터배터리 2025 역대 최대 기업 참가 소식 및 배터리 업계 하반기 실적 개선 기대감 등에 상승(주도주 : SK이노베이션)
2025-03-11	테슬라(-15.43%) 주가 급락 영향 및 美 경기 둔화 우려 등에 하락
2025-03-13	JP모건, 테슬라 머스크 CEO 리스크 가중 속 목표주가 하향 조정 소식 등에 하락
2025-03-14	삼성SDI, 2조원 규모 유상증자 결정 속 업황 부진 우려 부각 등에 하락
2025-03-20	SK온, 닛산과 전기차용 배터리 공급계약 체결 및 테슬라(+4.68%) 주가 상승 영향 등에 상승(주도주 : 삼성SDI, LG에너지솔루션)
2025-03-26	구광모 LG그룹 회장, "배터리 그룹 주력 사업으로 성장" 발언 및 CO2 규제 효과로 유럽 전기차(BEV/PHEV) 판매 견조 분석 등에 상승(주도주 : LG에너지솔루션, 삼성SDI)
2025-03-27	트럼프 대통령, 외국산 자동차 25% 관세 부과 발표 소식 등에 하락
2025-03-31	공매도 재개 및 美 전기차 업체 주가 하락 영향 등에 하락
2025-04-02	美 상호관세 발표 우려 지속, 테슬라 유럽 판매 부진 소식 등에 하락
2025-04-03	美 상호관세 발표 속 트럼프 대통령, 한국 자동차 비관세 장벽 비판 등에 하락
2025-04-04	美 관세 영향 제한적 분석 및 실적 회복 기대감 등에 상승(주도주 : LG에너지솔루션, 삼성SDI, SK이노베이션)
2025-04-07	1분기 실적 부진 전망 및 美 전기차 업체 주가 급락 등에 하락
2025-04-08	국내 배터리 3사 점유율 하락 등에 하락
2025-04-10	트럼프 대통령, 중국 제외 국가별 상호관세 90일간 전격 유예 소식 등에 상승(주도주 : LG에너지솔루션, SK이노베이션, 삼성SDI)
2025-04-11	글로벌 경기 침체 우려, 테슬라(-7.27%) 주가 약세 영향 등에 하락
2025-04-23	테슬라 1분기 실적 부진 속 일론 머스크 CEO 경영 집중 발언 및 저가차·로보택시 기대감 부각 등에 상승(주도주 : 삼성SDI, LG에너지솔루션, SK이노베이션)
2025-04-25	中 CATL, 나트륨 이온 배터리 '낙스트라(Naxtra)' 공개 소식 부각, 美 주요 전기차 업체 주가 상승 영향 등에 상승(주도주 : SK이노베이션, LG에너지솔루션, 삼성SDI)
2025-04-30	LG에너지솔루션, 2분기 매출 감소 전망 등에 하락
2025-05-09	국내 배터리 3사 비(非)중국 글로벌 전기차용 배터리 사용량 시장점유율 하락 소식 등에 하락
2025-05-12	내달 로보택시 출시 앞두고 테슬라(+4.72%) 주가 상승 영향 등에 상승(주도주 : 삼성SDI, SK이노베이션, LG에너지솔루션)
2025-05-13	美 공화당, 전기차 세액공제 2027년 조기 종료 추진 소식 등에 하락
2025-05-16	업황 악화 및 美 세제 혜택 축소 우려 지속 등에 하락
2025-05-20	中 샤오미, 모델Y 경쟁 차량 출시 예고 속 테슬라(-2.25%) 하락 영향 및 美 IRA 세액공제 조기 폐지 우려 등에 하락
2025-05-22	美 주요 전기차 업체 주가 하락 및 美 IRA 세액공제 조기 폐지 우려 지속 등에 하락
2025-05-23	美 하원, 트럼프 감세법안 통과 소식 등에 하락
2025-05-26	美 첨단제조 생산세액공제(AMPC) 초안 유지 소식에 상승(주도주 : LG에너지솔루션, 삼성SDI, SK이노베이션)
2025-05-28	LG에너지솔루션·삼성SDI, 美 공장에 전기차용 LFP 배터리 생산라인 설치 소식, 테슬라(+6.94%) 급등 영향 등에 상승(주도주 : 삼성SDI, LG에너지솔루션, SK이노베이션)
2025-06-04	이재명 정부 출범에 따른 정책 수혜 기대감 지속, 美中 무역협상 기대감 등에 상승(주도주 : SK이노베이션, LG에너지솔루션)
2025-06-09	일론 머스크 CEO, 트럼프 대통령과 갈등에 따른 머스크 소유 기업 정부 계약 해지 가능성 등에 하락
2025-06-11	로보택시 기대감에 따른 테슬라(+5.67%) 주가 강세 영향 등에 상승(주도주 : 삼성SDI, LG에너지솔루션)
2025-06-13	트럼프, 캘리포니아 전기차 의무화 폐기 결의안 서명 소식 속 美 전기차 업체 하락 영향 등에 하락
2025-06-16	테슬라 미국 판매 급감 소식 등에 하락
2025-06-23	美 텍사스 주지사, 자율주행차 규제 법안 서명 소식 등에 하락
2025-06-24	테슬라(+8.23%) 로보택시 성공적 출시 소식 등에 상승(주도주 : 삼성SDI, LG에너지솔루션)
