date	내용
2018-01-25	글로벌 경기회복에 따른 수혜 기대감에 상승(주도주 : 삼성중공업, 대우조선해양, 한진중공업)
2018-02-14	수주 회복 기대감 지속 등으로 상승(주도주 : 대우조선해양, 삼성중공업, 현대중공업 등...)
2018-02-23	국제 유가 상승 및 연이은 신규 수주 소식에 상승(주도주 : 대우조선해양, 현대미포조선, 현대중공업)
2018-03-06	올해 LNG선 수주 호조 기대감에 상승(주도주 : 현대중공업, 대우조선해양, 현대미포조선)
2018-03-08	업황 회복 기대감에 상승(주도주 : 삼성중공업, 현대중공업)
2018-03-21	2월말 기준, 목표 대비 양호한 수주실적 달성 소식에 상승(주도주 : 현대미포조선, 현대중공업, 대우조선해양)
2018-04-05	해수부, 해운재건 5개년 계획 발표에 강세(주도주 : 대우조선해양, 현대중공업, 현대미포조선, 삼성중공업)
2018-04-10	STX조선해양 법정관리 신청 소식에 하락
2018-04-12	유가 상승 및 현대상선 대규모 발주 소식에 상승(주도주 : 현대중공업, 대우조선해양, 한진중공업)
2018-04-26	현대미포조선 수주 소식에 상승(주도주 : 현대미포조선, 현대중공업, 삼성중공업)
2018-05-04	선가 인상 및 신규 수주량 증가 기대감에 상승(주도주 : 현대미포조선, 현대중공업, 대우조선해양)
2018-05-18	정부의 LNG 추진 선박 연관 산업 활성화 방안 발표 속 상승(주도주 : 현대중공업, 삼성중공업, 대우조선해양)
2018-05-28	국제유가 급락에 동반 하락
2018-05-31	올해 선박 발주량 증가 전망 및 국제유가 반등에 상승(주도주 : 대우조선해양, 현대미포조선)
2018-06-22	조선 3사, 文 대통령 러시아 방문 경제 사절단 포함 소식에 상승(주도주 : 대우조선해양, 현대미포조선, 삼성중공업)
2018-06-25	러시아發 수주 기대감에 상승(주도주 : 대우조선해양, 현대미포조선, 한진중공업)
2018-06-28	주가 하락 과도 분석 등에 상승(주도주 : 현대중공업, 대우조선해양)
2018-07-05	해양진흥공사 출범 소식 속 일부 관련주 상승(주도주 : 현대미포조선, 현대중공업)
2018-07-06	현대중공업, 최대 18억달러 규모 LNG선 발주계약 소식에 동반 상승(주도주 : 대우조선해양, 현대중공업)
2018-07-12	실적 부진 우려 등으로 하락
2018-07-23	신조선가지수 개선 등에 상승(주도주 : 현대중공업, 대우조선해양, 현대미포조선)
2018-07-26	美-EU간 무역 합의 속 LNG선 발주 증가 기대감 등으로 상승(주도주 : 현대중공업, 대우조선해양, 현대미포조선)
2018-08-20	LNG선 발주량 및 선가 개선 등에 강세(주도주 : 현대중공업, 삼성중공업, 대우조선해양)
2018-09-03	발주시장 성장세 확대 전망 등에 상승(주도주 : 현대중공업, 삼성중공업, 대우조선해양)
2018-09-06	하반기 매출 턴어라운드 전망 등에 상승(주도주 : 현대중공업, 대우조선해양, 한진중공업)
2018-09-13	선가상승 등에 따른 시장 개선 기대감에 상승(주도주 : 현대미포조선, 대우조선해양, 삼성중공업)
2018-09-27	수주 기대감 지속 등으로 상승(주도주 : 현대미포조선, 현대중공업, 대우조선해양)
2018-10-01	현대중공업 셔틀탱커 및 삼성중공업 LNG선 수주 소식 등으로 상승(주도주 : 현대미포조선, 대우조선해양, 현대중공업)
2018-10-02	최근 수주 소식 및 실적 기대감 등으로 상승(주도주 : 대우조선해양, 현대중공업, 삼성중공업)
2018-10-15	수주 물량 확보 등에 따른 이익개선 기대감에 상승(주도주 : 현대중공업, 대우조선해양, 현대미포조선)
2018-11-01	삼성중공업 등 주요 기업 3분기 실적 부진 등으로 동반 하락
2018-11-06	한국 조선사 수주 세계 1위 소식 등에 상승(주도주 : 현대중공업, 대우조선해양, 현대미포조선)
2018-11-12	운임/신조선가 상승 및 인도량 절벽 분석 등에 상승(주도주 : 대우조선해양, 삼성중공업, 현대중공업)
2018-11-16	대규모 발주 본격화 분석에 강세(주도주 : 현대중공업, 삼성중공업, 현대미포조선)
2018-11-26	국제유가 폭락 속 하락
2018-11-28	유가 하락에 따른 탱커 수요 급증 등에 일부 관련주 상승(주도주 : 한진중공업, 현대중공업)
2018-12-12	조선 업황 회복 및 선가상승, 친환경 선박시장 확산 등으로 상승(주도주 : 대우조선해양, 현대중공업)
2018-12-13	선박 수주 소식 및 업황 회복 기대감 지속 등으로 상승 (주도주 : 삼성중공업, 현대미포조선, 한진중공업)
2018-12-19	국제유가 급락에 따른 선박 발주량 감소 우려 등에 하락
2018-12-26	대형조선사 하도급 갑질 적극 대응 소식 및 국제유가 급락 영향 등으로 하락
2018-12-27	국제유가 폭등 및 수주 소식 등에 상승(주도주 : 대우조선해양, 삼성중공업, 현대중공업)
2019-01-03	올해 실적 개선 기대감 등에 상승(주도주 : 현대중공업, 삼성중공업, 현대미포조선)
2019-01-18	잇따른 수주 소식에 상승(주도주 : 한진중공업, 현대미포조선, 현대중공업)
2019-01-21	올해 수주목표 상향 조정 소식 등에 상승(주도주 : 삼성중공업, 대우조선해양)
2019-01-25	韓 조선업, 中 넘어 7년만에 수주 1위 탈환 소식 속 상승(주도주 : 현대중공업, 삼성중공업, 대우조선해양)
2019-01-28	카타르, 초대형 LNG선 대량발주 추진 소식에 상승(주도주 : 삼성중공업, 대우조선해양, 현대중공업)
2019-02-01	현대중공업, 대우조선해양 인수 관련 단기적 악재 분석 등에 동반 약세
2019-02-21	삼성중공업 선박 수주 소식 등으로 상승(주도주 : 현대미포조선, 삼성중공업, 현대중공업)
2019-03-07	후판 가격 인상 우려 속 하락
2019-04-23	美, 이란산 원유수입 유예 중단 속 국제유가 급등에 상승(주도주 : 현대중공업, 대우조선해양, 현대미포조선)
2019-05-02	현대중공업 1분기 흑자 전환 속 상승(주도주 : 삼성중공업, 현대중공업)
2019-08-19	삼성중공업 유조선 수주 소식 등으로 상승(주도주 : 대우조선해양, 한국조선해양, 삼성중공업, 현대미포조선)
2019-08-26	카타르 LNG선 발주 연기 우려 등에 하락
2019-09-06	밸류에이션 바닥 확인 분석 등에 상승(주도주 : 한국조선해양)
2019-09-09	선박 수주량 4개월 연속 세계 1위 소식에 상승(주도주 : 한국조선해양, 삼성중공업, 대우조선해양, 현대미포조선)
2019-09-16	사우디 석유시설 피격에 따른 국제유가 급등 조짐 등에 상승(주도주 : 한국조선해양, 삼성중공업, 한진중공업)
2019-09-18	사우디 석유시설 이달 내 복구 소식에 따른 국제유가 진정 등에 하락
2019-10-08	LNG 추진선 발주로 인한 이익 개선 기대감 등에 상승(주도주 : 현대미포조선, 한국조선해양, 삼성중공업)
2019-10-30	3분기 실적 부진 우려 및 드릴십 계약 해지 악재 등에 하락
2019-11-11	삼성중공업 3분기 실적 부진 속 하락
2019-11-25	삼성중공업 대규모 LNG운반선 수주 소식 등에 상승(주도주 : 한국조선해양, 삼성중공업, 현대미포조선)
2019-11-26	내년 상선 신규수주 확대 전망 등에 상승(주도주 : 한국조선해양, 대우조선해양, 현대미포조선)
2020-02-06	올해 조선 업계 수주량 기대감 등에 상승(주도주 : 한국조선해양, 현대미포조선, 대우조선해양, 삼성중공업)
2020-03-09	OPEC+ 추가 감산 합의 불발에 따른 국제유가 폭락에 급락
2020-03-19	산유국 증산 경쟁 등에 따른 국제유가 폭락에 급락
2020-03-20	국제유가 급반등에 강세(주도주 : 한국조선해양, 현대미포조선)
2020-03-23	국제유가 폭락에 약세
2020-03-25	슈퍼부양책 등에 따른 국제유가 상승에 강세(주도주 : 현대미포조선, 삼성중공업, 대우조선해양)
2020-04-02	사우디-러시아 갈등 해결 기대감 속 시간외 국제유가 급등에 강세(주도주 : 한국조선해양, 삼성중공업, 대우조선해양, 현대미포조선)
2020-04-09	OPEC+ 대규모 감산 합의 기대감에 따른 국제유가 급등에 상승(주도주 : 대우조선해양, 한국조선해양, 삼성중공업)
2020-04-21	코로나19 여파에 따른 수주 감소 전망 등에 하락
2020-04-23	카타르 LNG운반선 수주 기대감 부각 등에 상승(주도주 : 현대미포조선, 한국조선해양, 대우조선해양)
2020-04-28	국제유가 폭락 등에 하락
2020-04-29	시간외 국제유가 급등 및 한국조선해양·현대미포조선 실적 호조 등에 상승(주도주 : 한국조선해양, 삼성중공업, 현대미포조선)
2020-05-19	경제 활동 재개 기대감 등으로 국제유가 급등, 30달러 회복에 상승(주도주 : 한국조선해양, 삼성중공업, 대우조선해양, 현대미포조선)
2020-05-21	美 원유재고 감소 등으로 WTI 가격 급등 및 현대중공업그룹 원유운반선 2척 건조계약 체결 소식 등에 상승(주도주 : 한국조선해양)
2020-05-25	하반기 발주 점진적 증가 전망 등에 상승(주도주 : 한국조선해양, 삼성중공업, 대우조선해양, 현대미포조선)
2020-05-26	카타르발 대규모 LNG선 발주 기대감 등에 상승(주도주 : 한국조선해양, 대우조선해양, 현대미포조선)
2020-05-27	수출입은행, 조선산업 지원금 확대 소식에 강세(주도주 : 한국조선해양, 삼성중공업, 대우조선해양, 현대미포조선)
2020-06-01	국제유가 급등에 상승(주도주 : 대우조선해양, 삼성중공업)
2020-06-02	조선3사, 카타르 LNG프로젝트 수주 소식에 급등(주도주 : 삼성중공업, 대우조선해양, 한국조선해양)
2020-06-03	카타르 LNG프로젝트 수주 모멘텀 지속에 급등(주도주 : 삼성중공업, 현대미포조선, 대우조선해양)
2020-06-08	카타르 LNG프로젝트 수주 모멘텀 지속 속 국제유가 급등 등에 상승(주도주 : 삼성중공업, 대우조선해양, 현대미포조선)
2020-06-16	국제유가 상승 등에 강세(주도주 : 현대미포조선, 한국조선해양, 대우조선해양)
2020-06-25	코로나19 재확산 우려 속 국제유가 급락 등에 하락
2020-07-07	올해 상반기 선박 발주량 급감 소식 등에 하락
2020-07-10	국제유가 급락 등에 하락
2020-07-13	7월1일~10일 선박 수출 전년동기대비 307% 급증 속 상승(주도주 : 한국조선해양, 대우조선해양, 현대미포조선)
2020-07-21	노석환 관세청장, 조선산업 지원방안 발표 소식에 상승(주도주 : 한국조선해양, 삼성중공업, 대우조선해양, 현대미포조선)
2020-08-03	삼성중공업 어닝 쇼크 속 하락
2020-08-11	하반기 선박 발주량 증가 기대감에 상승(주도주 : 한국조선해양, 삼성중공업, 대우조선해양, 현대미포조선)
2020-08-25	삼성중공업-현대중공업, 초대형에탄운반선 수주에 상승(주도주 : 삼성중공업, 한국조선해양, 대우조선해양)
2020-09-25	내년 VLCC 교체수요 본격 진행 기대감 등에 상승(주도주 : 한국조선해양, 삼성중공업, 현대미포조선, 한진중공업)
2020-11-09	상하이컨테이너 운임지수(SCFI) 사상 최고치 경신 및 현대중공업 2,019억원 규모 VLCC 2척 수주 소식 등에 상승(주도주 : 현대미포조선, 한국조선해양, 삼성중공업)
2020-11-10	韓 10월 전세계 선박 발주량의 약 70% 수주 소식 등에 상승
2020-11-16	RCEP 체결 수혜 기대감 부각에 강세(주도주 : 한국조선해양, 대우조선해양, 현대미포조선, 한진중공업)
2020-11-23	삼성중공업, 역대 최대 2.8조원 규모 선박 계약 체결 및 수주 증가 기대감 등에 상승(주도주 : 삼성중공업, 현대미포조선, 한국조선해양)
2020-11-25	현대미포조선 1,157억원 규모 LPG운반선 수주 등에 상승(주도주 : 현대미포조선, 한국조선해양, 삼성중공업)
2020-12-04	연말 수주 모멘텀 및 내년 선박투자 확대 전망 등에 상승(주도주 : 삼성중공업, 대우조선해양, 현대미포조선)
2020-12-11	코로나19 백신 낙관론 등에 따른 국제유가 강세 및 대우조선해양 LPG 운반선 수주 소식 등에 상승(주도주 : 현대미포조선, 한국조선해양, 삼성중공업)
2020-12-21	한국조선해양/삼성중공업 수주 소식 속 일부 관련주 상승(주도주 : 현대미포조선, 삼성중공업, 한국조선해양)
2021-01-05	韓 조선업 3년 연속 세계 1위 유력 및 올해 수주 증가 기대감, 조선업체 연이은 수주 소식 등에 상승(주도주 : 현대미포조선, 한국조선해양, 대우조선해양)
2021-01-21	BDI 반등 수혜 및 선박 건조 수요 증가 기대감 등에 상승(주도주 : 대우조선해양, 한진중공업)
2021-01-25	물동량 기저효과에 따른 멀티플 회복 기대 등에 상승(주도주 : 한국조선해양, 삼성중공업, 대우조선해양, 한진중공업)
2021-02-08	연초 잇단 수주 소식 속 업황 회복 기대감 등에 상승(주도주 : 한국조선해양, 삼성중공업, 현대미포조선)
2021-02-09	1월 수주량 세계 1위 소식 등에 상승(주도주 : 삼성중공업, 대우조선해양, 한진중공업)
2021-02-15	중동지역 지정학적 리스크 부각 등에 따른 국제유가 급등 및 삼성중공업 수주 소식 등에 상승(주도주 : 한국조선해양, 현대미포조선, 삼성중공업)
2021-02-23	국제유가 급등 및 수주 랠리 지속 등에 상승(주도주 : 한국조선해양, 삼성중공업, 대우조선해양, 현대미포조선)
2021-02-25	국제유가 급등 등에 상승(주도주 : 한국조선해양, 삼성중공업, 현대미포조선)
2021-03-08	사우디 석유시설 피격 소식 등에 따른 국제유가 연일 급등에 상승(주도주 : 현대미포조선, 한국조선해양, 대우조선해양)
2021-03-09	국내 조선사 연이은 수주 소식 등에 상승(주도주 : 한국조선해양, 삼성중공업, 대우조선해양, 현대미포조선)
2021-03-15	수주 확대에 따른 선가 상승 기대감 등에 상승(주도주 : 현대미포조선, 한국조선해양, 삼성중공업)
2021-03-24	카타르 LNG선 대량 수주 기대감 등에 상승(주도주 : 한국조선해양, 삼성중공업, 대우조선해양)
2021-03-26	현대중공업·삼성중공업, 컨테이너선 수주에 상승(주도주 : 한국조선해양, 현대미포조선, 대우조선해양)
2021-03-29	수에즈운하 사태 속 국내 조선업계 기술적 우위 부각 등에 상승(주도주 : 삼성중공업, 대우조선해양, 한국조선해양)
2021-03-31	최근 국내 조선사들의 수주 소식과 수에즈 운하 사고 반사이익 기대감 지속 등에 상승(주도주 : 삼성중공업, 한진중공업)
2021-04-05	韓, 1분기 전세계 수주 실적 1위 달성 소식에 상승(주도주 : 한국조선해양, 삼성중공업, 대우조선해양, 현대미포조선)
2021-04-12	컨테이너선 발주 증대 및 업황 개선세 지속 기대감에 상승(주도주 : 한국조선해양, 대우조선해양)
2021-04-26	해운 운임지수 역대 최고치 경신 소식에 선가 상승 등 업황 개선 기대감에 상승(주도주 : 현대미포조선, 한국조선해양, 대우조선해양)
2021-04-28	조선 수주 호조 소식 등에 소폭 상승(주도주 : 현대미포조선, 대우조선해양)
2021-04-29	조선 3사 연간 수주목표 달성 가능 전망 등에 상승(주도주 : 대우조선해양, 현대미포조선, 한진중공업)
2021-04-30	업황 호황 지속 전망 및 대우조선해양 수주 소식 등에 상승(주도주 : 한진중공업, 현대미포조선, 대우조선해양)
2021-05-03	올해 조선3사 수주금액 급증 및 컨테이너선 운임지수 사상 최고치 기록 소식 등에 상승(주도주 : 대우조선해양, 현대미포조선, 한진중공업)
2021-05-06	본격적인 조선업황 대(大)사이클 도래 전망 등에 상승(주도주 : 현대미포조선, 대우조선해양, 한국조선해양)
2021-05-10	신규 선박 가격 상승세 지속 전망 및 5조원대 해양플랜트 수주 가능성 등에 상승(주도주 : 대우조선해양, 한국조선해양)
2021-05-11	韓 수주 잔량 2016년 6월 이후 최대 소식 등에 상승(주도주 : 한진중공업, 대우조선해양, 현대미포조선)
2021-05-17	국내 조선소 수주선가 상승세 지속 전망 등에 상승(주도주 : 한국조선해양, 삼성중공업, 현대미포조선)
2021-05-27	밸류에이션 부담 및 원자재 가격 상승에 따른 수익성 부담 우려 등에 하락
2021-06-01	조선업 슈퍼사이클 분석 및 주요 조선사 수주 소식 등에 상승(주도주 : 한국조선해양, 삼성중공업, 현대미포조선)
2021-06-04	연이은 수주에 따른 실적 개선 기대감 등에 상승(주도주 : 삼성중공업, 대우조선해양, 한진중공업)
2021-06-21	국내 주요 조선사, 대규모 선박 수주에 상승(주도주 : 현대미포조선, 한국조선해양)
2021-07-01	연간 수주 목표 달성 순항에도 2분기 실적 부진 전망 등에 하락
2021-07-02	잇따른 선박 수주 소식 등에 상승(주도주 : 한국조선해양, 삼성중공업, 대우조선해양, 현대미포조선)
2021-07-07	후판가 인상에 따른 2분기 실적 부진 전망에 하락
2021-07-12	韓 조선업계, 상반기 수주량 13년래 최대 달성 소식 등에 상승(주도주 : 한국조선해양, 삼성중공업, 대우조선해양)
2021-07-19	후판가격 인상에 따른 실적 부진 우려 등에 하락
2021-07-21	선가 상승세 지속 전망 등에 상승(주도주 : 한국조선해양, 현대미포조선, 삼성중공업)
2021-07-22	하반기 실적 턴어라운드 기대감 등에 소폭 상승(주도주 : 대우조선해양, 현대미포조선)
2021-08-23	해운 운임 상승에 따른 수주 증가 기대감 등에 상승(주도주 : 한국조선해양, 삼성중공업, 대우조선해양, 현대미포조선)
2021-09-07	국내 조선사, 8월 전 세계 선박 수주 1위 소식 등에 상승(주도주 : 한국조선해양, 대우조선해양, 현대미포조선)
2021-09-09	원료탄(석탄) 가격 상승 속 수익성 훼손 우려 부각에 하락
2021-09-10	文 대통령, K-조선 비전 및 상생협력 선포식 발언 등에 상승(주도주 : 한국조선해양, 삼성중공업, 대우조선해양, 현대미포조선)
2021-10-25	국내 조선사 잇따른 수주 소식 및 산업부, 카타르에 LNG 선박 수주 지원 요청 소식 등에 상승(주도주 : 한국조선해양, 대우조선해양, 현대미포조선, 현대중공업)
2021-10-27	조선업종 내년 2분기 턴어라운드 기대감 및 잇따른 수주 모멘텀 지속 등에 상승(주도주 : 삼성중공업, 대우조선해양, 현대미포조선, 현대중공업)
2021-11-12	국내 조선사, 올해 수주 목표 초과 달성 소식 등에 상승(주도주 : 한국조선해양, 삼성중공업, 대우조선해양, 현대미포조선)
2021-12-01	LNG선 수주 신기록 및 신조선가 추가 상승 기대감 등에 상승(주도주 : 한국조선해양, 삼성중공업, 현대미포조선)
2021-12-07	韓조선, 11월 선박 수주 세계 1위 달성 등에 상승(주도주 : 한국조선해양, 삼성중공업, 대우조선해양, 현대미포조선)
2021-12-29	국내 조선 3사 올해 수주 목표 초과 달성 소식 등에 상승(주도주 : 현대미포조선, 한국조선해양, 삼성중공업)
2022-01-04	조선업 호조 지속 전망 및 현대미포조선/현대삼호중공업 수주 소식 등에 상승(주도주 : 현대미포조선, 한국조선해양, 현대중공업)
2022-01-05	선가 상승 긍정적 분석 속 올해 업황 개선 기대감 등에 상승(주도주 : 현대미포조선, 현대중공업)
2022-01-06	지난해 국내 조선업 수주 8년 만에 최대치 소식 등에 상승(주도주 : 현대중공업, 대우조선해양, 한국조선해양)
2022-01-10	국내 조선사 잇단 선박 수주 소식 및 신조선가 지수 상승 등에 상승(주도주 : 한국조선해양, 대우조선해양, 한진중공업)
2022-02-03	국내 조선업체, 대규모 수주 소식 등에 상승(주도주 : 삼성중공업, 대우조선해양, 현대미포조선, 현대중공업)
2022-02-09	국내 조선사 지난달 글로벌 선박 수주 2위 기록 및 신조선가 상승세 지속, 현대삼호중공업 수주 소식 등에 상승(주도주 : 현대중공업, 대우조선해양, 한국조선해양)
2022-02-23	우크라이나 사태 국내 조선사 수혜 기대 분석 등에 상승(주도주 : 대우조선해양, 현대미포조선, 현대중공업, 한국조선해양)
2022-02-25	우크라이나 리스크 확대 속 반사이익 기대감 지속 등에 상승(주도주 : 현대중공업, 현대미포조선)
2022-03-02	우크라이나 사태 관련 긍정적 업종 분석 등에 상승(주도주 : 한국조선해양, 삼성중공업, 대우조선해양, 현대중공업)
2022-03-03	러시아-우크라이나 전쟁 지속 속 7조원 규모 수주대금 회수 불확실성 등에 하락
2022-04-11	백로그 증가 전망 등에 상승(주도주 : 현대미포조선, 현대중공업, 한국조선해양)
2022-04-13	1분기 수주 호조 분석 및 슈퍼 사이클 기대감 등에 상승(주도주 : 삼성중공업, 한국조선해양, 현대미포조선, 대우조선해양)
2022-04-15	국내 조선사 잇단 수주 소식 등에 상승(주도주 : 대우조선해양, 현대중공업, 한국조선해양)
2022-04-21	카타르 LNG선 계약 협상 난항 소식 등에 하락
2022-05-04	4월 글로벌 신조선 발주 감소 등에 하락
2022-05-17	대우조선해양 실적 쇼크 및 현대중공업 블록딜 소식 등에 하락
2022-05-26	LNG선 시장 성장 전망 및 현대중공업그룹 투자 발표 소식 등에 상승(주도주 : 현대미포조선, 대우조선해양, 현대중공업)
2022-05-31	우호적 업황 기대감 등에 상승(주도주 : 한국조선해양, 삼성중공업, 대우조선해양, 현대미포조선)
2022-06-03	조선업 호황 지속 전망 등에 상승(주도주 : 현대중공업, 한국조선해양)
2022-06-07	카타르 LNG선 발주 기대감 등에 상승(주도주 : 현대중공업, 대우조선해양, 한국조선해양)
2022-06-08	카타르 LNG프로젝트 수주 본격화 속 저가 수주 우려 해소 등에 상승(주도주 : 현대중공업, 한국조선해양)
2022-06-14	선박 발주 다운사이클 진입 분석 등에 하락
2022-06-17	LNG 운반선 수주 가격 상승 속 저가 수주 우려 완화 등에 상승(주도주 : 현대중공업, HJ중공업, 대우조선해양, 현대미포조선)
2022-06-21	대우조선해양, 올해 수주 목표액 65% 달성 및 환경규제 강화에 따른 국내 조선사 수혜 기대감 등에 상승(주도주 : 현대중공업, 대우조선해양, 삼성중공업)
2022-06-27	선가 상승세 지속 전망 등에 상승(주도주 : 현대중공업, 대우조선해양, 한국조선해양, 현대미포조선)
2022-06-30	올해 LNG 운반선 발주량 역대 최다 소식 속 내년 국내 조선3사 흑자전환 기대감 부각 등에 상승(주도주 : 대우조선해양, 현대미포조선, 삼성중공업)
2022-07-06	국제유가 폭락 등에 하락
2022-07-07	한국조선해양 자회사, 2조8,686억원 규모 LNG 운반선 10척 수주 소식 등에 상승(주도주 : 현대중공업, 현대미포조선, 삼성중공업)
2022-07-13	국제유가 급락 등에 하락
2022-07-18	국제유가 상승 및 현대미포조선 수주 소식 등에 상승(주도주 : 현대중공업, 현대미포조선, HJ중공업, 한국조선해양)
2022-08-01	조선업 실적 턴어라운드 임박 전망 등에 상승(주도주 : 현대중공업, 현대미포조선, 대우조선해양)
2022-08-04	하반기 수주 둔화 전망 및 국제유가 급락 등에 하락
2022-08-10	신조선가 20개월 연속 상승세 등에 상승(주도주 : 현대중공업, 대우조선해양, 삼성중공업)
2022-08-19	정부, 조선업 경쟁력 제고 방안 마련 기대감 등에 상승(주도주 : 현대중공업, 현대미포조선, 삼성중공업)
2022-08-23	저가수주 주범 '초대형 유조선(VLCC)' 비중 감소에 따른 조선사 수익성 개선 기대감 등에 상승(주도주 : 현대중공업, 현대미포조선, 대우조선해양, 한국조선해양)
2022-08-26	안정적 성장 지속 전망 등에 일부 관련주 상승(주도주 : 현대중공업)
2022-09-06	삼성중공업, 대우조선해양 수주 소식 등에 상승(주도주 : 삼성중공업, HJ중공업, 대우조선해양)
2022-09-07	선가 상승세 둔화 우려 분석 등에 하락
2022-09-21	LNG선 운임 급등 소식 등에 상승(주도주 : 대우조선해양, 삼성중공업, 현대미포조선)
2022-09-22	친환경 연료 선박 발주량 증가 소식 및 러-우크라 전쟁 장기화 우려 등에 상승(주도주 : 현대중공업, 현대미포조선, 대우조선해양)
2022-09-29	노르트스트림 해저 가스관 3개 영구 훼손 소식 속 LNG선 발주 확대 기대감 등에 일부 관련주 상승(주도주 : 현대중공업)
2022-10-04	대우조선해양, 대규모 LNG선 공급계약 체결 소식 등에 상승(주도주 : 현대중공업, 현대미포조선, 한국조선해양, 대우조선해양)
2022-10-06	국제유가 상승 속 현대중공업 대규모 수주 등에 상승(주도주 : 현대중공업, 대우조선해양, 현대미포조선, 한국조선해양)
2022-11-11	현대중공업·삼성중공업, 수주 소식 등에 상승(주도주 : 현대중공업, 현대미포조선, 삼성중공업, 한국조선해양)
2022-11-28	민주노총 화물연대본부 총파업 여파 등에 하락
2022-12-02	현대중공업그룹 조선 3사 공동 파업 우려 부각 등에 하락
2022-12-21	올해 하반기 후판 가격 인하 소식에 상승(주도주 : 현대중공업, 한국조선해양, 현대미포조선)
2022-12-22	하반기 후판 가격 톤당 10만원 인하에 따른 비용 절감 기대감 등에 상승(주도주 : 대우조선해양, 현대미포조선, 한국조선해양, 삼성중공업)
2023-01-03	주요 조선사, 올해 수주 대폭 감소 우려 등에 하락
2023-01-09	주요 조선사, 올해 흑자전환 기대감에 상승(주도주 : 현대중공업, 대우조선해양, 현대미포조선)
2023-01-31	올해 조선·조선기자재 업체 실적 및 수주 호조 전망 등에 상승(주도주 : 삼성중공업, 대우조선해양, HJ중공업, 한국조선해양)
2023-02-03	국내 조선사 수주 호조세 지속 전망 등에 상승(주도주 : 한국조선해양, 대우조선해양, HJ중공업, 현대미포조선)
2023-02-07	1월 글로벌 선박 발주량 급감 및 국내 조선업계 선박 수주 2위 기록 소식 등에 하락
2023-02-10	국내 조선 업계 수익성 개선 기대감 속 상승(주도주 : 대우조선해양, 삼성중공업, 한국조선해양)
2023-02-13	올해 실적 턴어라운드 전망 및 국제유가 강세 영향 등에 상승(주도주 : 현대중공업, 대우조선해양, 삼성중공업, 한국조선해양)
2023-02-21	운임 지수 상승 속 VLCC 등 탱커 발주 기대감 등에 상승(주도주 : 현대중공업, 대우조선해양, 현대미포조선)
2023-02-27	글로벌 신조선 수주량 감소 및 中, 1월 글로벌 車운반선 싹쓸이 수주 소식 등에 하락
2023-03-02	신규 선박 가격 14년만에 최고치 기록 소식 등에 상승(주도주 : 한국조선해양, 현대미포조선)
2023-03-08	국제유가 급락 영향 등에 하락
2023-03-20	노후선박 교체 수요 증가 및 IMO 친환경 규제에 따른 슈퍼사이클 주기 단축 전망 등에 일부 관련주 상승(주도주 : 현대미포조선)
2023-03-28	주요 조선업체 수주 순항 소식 등에 상승(주도주 : 대우조선해양, 현대미포조선, 한국조선해양, 삼성중공업)
2023-03-31	국내 조선사 흑자전환 기대감 등에 상승(주도주 : 대우조선해양, 삼성중공업)
2023-04-13	업황 반등 기대감 등에 상승(주도주 : 대우조선해양, 한국조선해양, 삼성중공업, HJ중공업)
2023-04-14	주요 조선사 올해 흑자전환 기대감 지속 등에 상승(주도주 : HD현대중공업, 한국조선해양, 삼성중공업, 현대미포조선)
2023-04-19	신조선가 상승세 및 GTT, LNG선 특허 갑질 해소 기대감 지속 등에 상승(주도주 : HD현대중공업, 대우조선해양, HJ중공업, 현대미포조선)
2023-04-20	하반기 본격 성장 기대감 및 신조선가 상승 등에 상승 (주도주 : HD현대중공업, HJ중공업)
2023-04-28	주요 조선사 1분기 실적 호조 및 수주 기대감 지속 등에 일부 관련주 상승(주도주 : HD현대중공업, 현대미포조선)
2023-05-08	실적 개선 본격화 전망 등에 소폭 상승(주도주 : HD한국조선해양, 현대미포조선, 삼성중공업)
2023-05-09	올해 실적 상승 본격화 기대감 지속 등에 상승(주도주 : HD현대중공업, HD한국조선해양, 대우조선해양, 삼성중공업)
2023-05-22	선가 상승세 지속 및 실적 기대감 등에 상승(주도주 : HD현대중공업, 대우조선해양, 현대미포조선, HD한국조선해양)
2023-05-24	업황 슈퍼사이클 조기 도래 전망 등에 상승(주도주 : 대우조선해양, 삼성중공업)
2023-05-30	신조선가지수 상승 및 수주 기대감 등에 상승(주도주 : 현대미포조선, 삼성중공업)
2023-06-02	올해 1분기 인력 규모 증가 및 수주 호조 등에 상승(주도주 : 현대미포조선, 삼성중공업)
2023-06-05	3분기까지 강한 수주 모멘텀 분석 등에 상승(주도주 : HD현대중공업, 현대미포조선)
2023-06-07	조선업종 수주 호황 전망 등에 상승(주도주 : HJ중공업, 대우조선해양, 삼성중공업)
2023-06-15	건조선가 및 제품믹스 개선 하반기 본격화 기대감 등에 상승(주도주 : 삼성중공업, HD한국조선해양, 한화오션)
2023-06-16	카타르 LNG선 2차 수주전 본격화 기대감 지속 등에 상승(주도주 : 한화오션, HD한국조선해양, 현대미포조선, HJ중공업)
2023-06-19	올해 약 10조원 규모 해상풍력선 수주 전망 등에 일부 관련주 상승(주도주 : 한화오션)
2023-06-20	조선 업황 턴어라운드 기대감 지속 등에 상승(주도주 : HD현대중공업, 한화오션)
2023-06-30	하반기 컨테이너선 수주 낭보 기대감 등에 상승(주도주 : HD현대중공업, 현대미포조선, HD한국조선해양)
