date	내용
2025-04-02	美 상호관세 우려 및 美 FDA·CDC 등 보건 당국 소속 직원 대량 해고 소식 등에 하락
2025-04-03	美 상호관세 부과 대상서 의약품 제외 소식 등에 상승(주도주 : 삼성바이오로직스, 대웅제약, 삼천당제약, 바이넥스, 한미약품)
2025-04-07	FDA 구조조정 여파 속 신약 승인 절차 난항 전망 등에 하락
2025-04-09	트럼프 대통령, 곧 수입산 의약품 관세 발표 발언 등에 하락
2025-05-07	트럼프, 의약품 관세 발표 예고 등에 하락
2025-05-09	美 의약품 관세 우려 지속 등에 하락
2025-05-12	트럼프, 의약품 가격 최대 80% 인하 행정명령 서명 예고에 하락
2025-05-13	美 약가 인하 행정명령, 국내 제약사 영향 제한적 분석 등에 상승(주도주 : 삼천당제약, 바이넥스, 팬젠, 알테오젠, 동아에스티)
2025-05-21	美 FDA, 삼성바이오로직스 송도 생산시설 실사 착수 및 트럼프 약가 인하 수혜 기대감 등에 상승(주도주 : 바이넥스, 삼성바이오로직스, 삼천당제약, 대웅제약, 동아에스티)
2025-05-22	삼성바이오로직스 인적분할 결정 CDMO·바이오시밀러 분리 등에 상승(주도주 : 바이넥스, 삼천당제약, 이수앱지스, 종근당)
2025-05-27	미국임상종양학회(ASCO) 기대감 등에 일부 관련주 상승(주도주 : 팬젠, 알테오젠, 이수앱지스, 한올바이오파마)
2025-05-30	미국임상종양학회(ASCO) 기대감 지속 등에 상승(주도주 : 대웅제약, 바이넥스, 종근당, 에이프로젠바이오로직스, 한미약품)
2025-06-20	캐나다, '바이오시밀러' 규제 완화 동참 소식에 상승(주도주 : 바이넥스, 삼천당제약, 팬젠, LG화학)
2025-07-17	하반기 우호적인 글로벌 환경 조성 기대감 등에 상승(주도주 : 한올바이오파마, 녹십자, 바이넥스, 동아에스티)
2025-07-24	제약/바이오 섹터 시장 아웃퍼폼 기대감 등에 일부 관련주 상승(주도주 : 바이넥스, 삼천당제약, LG화학, 선바이오, 삼성바이오로직스)
2025-08-01	트럼프 대통령, 글로벌 주요 제약회사 17개사에 대해 약가 인하 서한 발송 소식 등에 하락
2025-08-04	美 고용지표 쇼크에 따른 금리 인하 기대감 등에 상승(주도주 : 한미약품, 알테오젠, 한올바이오파마, 셀트리온제약, 바이넥스)
2025-08-05	주요 제약·바이오 업체 2분기 실적 훈풍 속 하반기 실적 성장세 지속 전망 등에 상승(주도주 : 한올바이오파마, 프레스티지바이오파마, LG화학)
2025-08-07	트럼프, 의약품 관세 우려 지속 및 美 보건부, mRNA 백신 등 연구 개발 지원 중단 소식에 일부 관련주 하락
2025-08-14	주요 제약/바이오 업체 2분기 실적 호조 및 美 금리 인하 기대감 등에 상승(주도주 : 프레스티지바이오파마, 프레스티지바이오로직스, 셀트리온제약, 팬젠)
2025-08-25	美 9월 금리 인하에 따른 수혜 기대감 등에 상승(주도주 : 삼천당제약, 알테오젠, 한올바이오파마)
2025-09-02	MASH 치료제 시장 주목 분석 및 주요 종양 학회 기대감 등에 상승(주도주 : 한올바이오파마, 바이넥스, 프레스티지바이오파마, 삼천당제약)
2025-09-03	비만 테마 모멘텀 지속 및 RNA 치료제 시장 성장 전망 등에 상승(주도주 : 프레스티지바이오파마, 대웅제약, 프레스티지바이오로직스, 한올바이오파마, 녹십자)
2025-09-04	美 금리인하 기대감 등에 상승(주도주 : 삼천당제약, 이수앱지스, 한올바이오파마, 동아에스티)
2025-09-08	정부 주도 제약/바이오산업 육성 기대감 및 美 금리 인하 기대감 지속 등에 상승(주도주 : 에이프로젠, 한올바이오파마, 에이프로젠바이오로직스, 동아에스티)
2025-09-10	美 금리 인하 기대감 지속 및 정부 정책 지원 기대감 등에 상승(주도주 : 에이프로젠, 삼천당제약)
2025-09-12	정부 정책 지원 기대감 및 美 금리 인하 기대감 지속 등에 상승(주도주 : 알테오젠, 프레스티지바이오로직스, 한올바이오파마, 프레스티지바이오파마)
2025-09-17	美 트럼프 대통령, '반도체·의약품 관세, 車보다 높은 세율 적용' 시사 발언 등에 하락
2025-09-19	금리 인하 수혜 및 美 생물보안법 반사이익 기대감 등에 상승(주도주 : 한미약품, 녹십자, 삼천당제약, 바이넥스, 셀트리온제약)
2025-09-24	美 추가 금리인하 기대감 약화 등에 하락
2025-09-26	트럼프 대통령, 의약품 고율 관세 예고 및 美 추가 금리인하 기대감 약화 등에 하락
2025-09-29	美 금리 인하 기대감 재부각 및 트럼프 의약품 관세 영향 제한적 분석 등에 상승(주도주 : 한올바이오파마, 알테오젠, 보령, 대웅제약, 삼천당제약)
2025-10-02	트럼프 대통령, 의약품 100% 관세 부과 잠정 연기 및 Fed 금리 인하 기대감 지속 등에 상승(주도주 : 한올바이오파마, 알테오젠, 이수앱지스)
2025-10-27	美 금리 인하 기대감 확대 등에 상승(주도주 : 한미약품, 삼천당제약, 셀트리온제약, 알테오젠)
2025-10-31	일라이 릴리 호실적 및 노보 노디스크 美 멧세라 인수전 참전, 글로벌 바이오 학회 기대감 지속 등에 상승(주도주 : 한올바이오파마, 한미약품, 삼천당제약, 알테오젠)
2025-11-04	HLB그룹, 글로벌 자산운용사로부터 대규모 투자 유치 및 SK바이오사이언스 실적 개선 기대감 등에 상승(주도주 : 팬젠, 이수앱지스, 한미약품, 한올바이오파마)
2025-11-12	에이비엘바이오, 일라이 릴리와 3.8조원 규모 플랫폼 기술이전 계약 체결 소식 및 글로벌 제약/바이오株 강세 영향 등에 상승(주도주 : 대웅제약, 알테오젠, 셀트리온, 한미약품)
2025-11-13	에이비엘바이오, 일라이 릴리와 3.8조원 규모 플랫폼 기술이전 계약 체결 모멘텀 지속 등에 상승(주도주 : 에이프로젠, 에이프로젠바이오로직스, 셀트리온, LG화학)
2025-11-14	美, 의약품 관세 최대 15%로 확정 속 관세 리스크 완화 및 에이비엘바이오, 일라이 릴리와 지분 투자 계약 소식 등에 일부 관련주 상승(주도주 : 대웅제약, 한올바이오파마, 선바이오)
2025-11-20	제약바이오 업황 긍정적인 모멘텀 보유 등에 상승(주도주 : 한올바이오파마, 이수앱지스, 삼천당제약, 바이넥스)
2025-11-26	美 금리 인하 기대감 지속, 제약사 주가 반등 전망 등에 상승(주도주 : LG화학, 한올바이오파마, 삼성에피스홀딩스, 대웅제약)
2025-11-28	일라이 릴리, 한국에 마운자로 생산 거점 구축 추진 소식 및 美 금리 인하 기대감 지속 등에 상승(주도주 : 에이프로젠, 이수앱지스, 바이넥스, 프레스티지바이오파마)
2025-12-01	美 금리 인하 기대감 지속 및 연말 비만·뇌질환·항암 모멘텀 기대감 등에 상승(주도주 : 한올바이오파마)
2025-12-05	할로자임, 독일서 '키트루다SC' 유통 금지 가처분 승소 소식 속 알테오젠(-12.04%) 급락 여파 등에 하락
2025-12-09	美 생물보안법 연내 통과 전망 속 국내 기업 반사이익 기대감 등에 상승(주도주 : 삼성에피스홀딩스, 삼천당제약, 에이프로젠, 이수앱지스)
2025-12-11	美 기준금리 인하 및 생물보안법 수혜 기대감 지속 등에 상승(주도주 : 녹십자)
2025-12-15	정부의 코스닥 활성화 정책 수혜 기대감 및 국내 바이오 플랫폼 기업 주목 분석 등에 일부 관련주 상승(주도주 : 삼성에피스홀딩스, 한올바이오파마, 바이넥스, 녹십자)
2025-12-19	美 생물보안법 최종 발효 속 韓 반사이익 기대감 등에 상승(주도주 : 삼천당제약, 알테오젠, 프레스티지바이오로직스, 보령, 한올바이오파마)
2025-12-29	JP모건 헬스케어 콘퍼런스 기대감 등에 상승(주도주 : 삼성에피스홀딩스, 삼천당제약, 프레스티지바이오파마, 한올바이오파마, 알테오젠)
2026-01-05	JP모건헬스케어 컨퍼런스 기대감 등에 상승(주도주 : 한올바이오파마, 삼천당제약, 셀트리온, 셀트리온제약)
2026-01-08	JP모건 헬스케어 컨퍼런스 개최 기대감 지속 등에 일부 관련주 상승(주도주 : 프레스티지바이오로직스, 한올바이오파마, 바이넥스, 대웅제약)
2026-01-14	JP모건 헬스케어 콘퍼런스 개막 속 셀온 물량 출회 등에 하락
2026-01-16	알테오젠, 이르면 다음주 기술이전 발표 기대감 등에 일부 관련주 상승(주도주 : 알테오젠, 삼천당제약, 한올바이오파마)
2026-01-21	알테오젠, 기술이전 규모 및 로열티 기대치 하회 등에 하락
2026-01-23	코스피5000특위 코스닥 3천 달성 언급, 올해 한국 바이오시밀러 글로벌 시장 점유율 확대 기대감 등에 상승(주도주 : 삼천당제약, 한미약품, 바이넥스, 녹십자)
2026-01-28	코스닥 3천 달성, 바이오산업 정책 로드맵 대책 기대감 등에 상승(주도주 : 한미약품, 에이프로젠, 알테오젠, 삼천당제약, 바이넥스)
2026-01-30	사노피, 에이비엘바이오 후보물질 'ABL301' 우선순위 하향 및 HLB 리보세라닙 FDA 'Class 2' 분류 실망감 등에 하락
2026-02-02	美 금리 인하 기대감 약화 등에 하락
2026-02-11	에이프릴바이오 파트너사 에보뮨, 아토피약 임상2a상 성공 소식 등에 일부 관련주 상승(주도주 : 한미약품, 셀트리온)
2026-02-19	K-바이오, 실질적 실적 가치 증명 단계 진입 분석 등에 상승(주도주 : 삼천당제약, 보령, 알테오젠, 셀트리온제약)
2026-03-04	이란, 호르무즈 해협 봉쇄 장기화 가능성 속 의약품 공급망 위축 우려 등에 하락
2026-03-09	국제유가 급등 등에 따른 금리 경로 불확실성 등에 하락
2026-03-11	일라이릴리, 삼성바이오로직스와 국내 바이오 벤처 육성 소식 및 美 FDA, 바이오시밀러 관련 간소화 지침 초안 발표 등에 일부 관련주 상승(주도주 : 한올바이오파마, 보령, 종근당, 대웅제약)
2026-03-17	코스닥 중심 TIGER 기술이전 바이오 액티브 ETF 상장 수혜 기대감 등에 상승(주도주 : LG화학, 한올바이오파마, 한미약품, 셀트리온, 대웅제약)
2026-03-18	K-바이오, AACR 2026서 '차세대 항암 기술' 대거 공개 예정 소식 등에 상승(주도주 : 바이넥스, 삼천당제약, LG화학)
2026-03-23	유가·환율 상승 부담, 美 금리 인상 가능성 제기 등에 하락
2026-03-26	알테오젠, 바이오젠과 SC제형 바이오의약품 개발 계약 소식 등에 일부 관련주 상승(주도주 : 한올바이오파마, 알테오젠, 삼천당제약, 팬젠)
2026-03-27	식약처, 바이오시밀러 임상 3상 요건 완화 착수 소식 속 일부 관련주 상승(주도주 : 에이프로젠, 동아에스티, 대웅제약, 녹십자)
2026-04-01	주요 바이오 기업 4월 임상 데이터 및 실적 발표 기대감 등에 상승(주도주 : 한미약품, 대웅제약, 보령, 한올바이오파마, 알테오젠)
2026-04-15	미국암학회(AACR) 기대감 등에 상승(주도주 : 팬젠, 삼성에피스홀딩스, 삼천당제약, 알테오젠, 한올바이오파마)
2026-04-16	바이오 섹터 투자심리 바닥 통과 분석 속 주요 학회 모멘텀 기대감 등에 상승(주도주 : 팬젠, 선바이오, 프레스티지바이오로직스, 프레스티지바이오파마, 셀트리온)
2026-05-18	글로벌 금리 상승 여파 등에 하락
2026-05-20	글로벌 금리 급등 영향 등에 하락
2026-05-21	美 금리 안정 속 한올바이오파마, 신약 파이프라인 IMVT-1402 류마티스 관절염 효능 입증 소식 등에 상승(주도주 : 한올바이오파마, 셀트리온, 한미약품, LG화학, 삼성에피스홀딩스)
2026-05-22	국민성장펀드 출시에 따른 정부 정책 자금 유입 기대감 및 미국 임상 종양 학회(ASCO) 개최 기대감 등에 상승(주도주 : 한올바이오파마, 바이넥스, 에이프로젠바이오로직스, 에이프로젠, 프레스티지바이오로직스)
2026-06-08	美 고용지표 호조 속 Fed 금리인상 우려 등에 하락
2026-06-09	하반기 기술이전 성과 가시화 전망 등에 상승(주도주 : 알테오젠, 프레스티지바이오파마, 바이넥스, 셀트리온, 선바이오)
2026-06-15	美 금리 인상론 후퇴 등에 상승(주도주 : 보령, LG화학, 이수앱지스, 알테오젠, 바이넥스)
2026-06-17	코스닥 활성화 정책 수혜 및 바이오 USA 기대감 등에 상승(주도주 : 한올바이오파마, 알테오젠, 한미약품, 삼천당제약, 팬젠)
2026-06-18	FOMC 매파 신호 등에 하락
2026-06-24	반도체 등 기술주 조정에 따른 바이오주 순환매 흐름 속 기술수출 기대감 등에 상승(주도주 : 한올바이오파마, 알테오젠, 삼성에피스홀딩스, 셀트리온, 한미약품)
2026-06-29	국민성장펀드 투자 집행에 따른 K바이오 수혜 기대감 및 베링거인겔하임, K바이오 직접 투자 기대감 등에 상승(주도주 : 한올바이오파마, 한미약품, 프레스티지바이오파마, 바이넥스, LG화학)
2026-07-07	하반기 긍정적인 이벤트 및 코스닥 활성화 정책 기대감 등에 일부 관련주 상승(주도주 : 한올바이오파마, 삼성에피스홀딩스, 녹십자, 알테오젠, 한미약품)
2026-07-08	美 금리 인상 우려 등에 하락
2026-07-14	금리 인상 우려 확대 등에 하락
2026-07-15	6월 CPI 예상치 하회 속 美 금리인상 전망 약화 등에 상승(주도주 : 한올바이오파마, 한미약품, 삼천당제약, 삼성에피스홀딩스, 프레스티지바이오파마)
2026-07-23	美, 바이오시밀러 규제 완화에 따른 수혜 기대감 및 저가 매수세 유입 등에 상승(주도주 : 이수앱지스, 알테오젠, 삼천당제약, LG화학, 에이프로젠)
2026-07-31	제약·바이오 공시 전면 개편 추진 속 신뢰 회복 기대감 등에 상승(주도주 : 삼천당제약, 프레스티지바이오파마, 한올바이오파마, 알테오젠, 에이프로젠)
